name,university,cutOffMark,popularity,type,location,description,duration
Grado en Estudios Hispánicos: Lengua Española y sus Literaturas,Universidad de Valencia,8.50,80,carrera universitaria,Valencia,"Este grado proporciona una comprensión profunda del español, su literatura y sus características lingüísticas, permitiendo a los estudiantes explorar diversos aspectos de la lengua y su evolución.",4 años
Grado en Estudios Hispano-Alemanes,Universidad Autónoma de Madrid,8.70,79,carrera universitaria,Madrid,"El grado en Estudios Hispano-Alemanes permite a los estudiantes explorar la lengua, literatura y cultura de ambos países, con énfasis en la traducción y la interculturalidad.",4 años
Grado en Estudios Hispano-Alemanes,Universidad de Barcelona,8.60,77,carrera universitaria,Barcelona,"Este grado ofrece formación en las lenguas y culturas española y alemana, preparando a los estudiantes para una carrera en la enseñanza, la traducción o la interpretación.",4 años
Grado en Estudios Hispano-Alemanes,Universidad de Salamanca,8.50,75,carrera universitaria,Salamanca,"Los estudiantes exploran tanto la literatura española como la alemana, desarrollando competencias en la lengua, la cultura y la traducción entre ambos idiomas.",4 años
Grado en Estudios Hispano-Alemanes,Universidad de Valencia,8.40,73,carrera universitaria,Valencia,"Este grado se centra en el estudio de la lengua y literatura española y alemana, con énfasis en la traducción, la interculturalidad y las relaciones entre ambos mundos.",4 años
name,university,cutOffMark,popularity,type,location,description,duration
Grado en Filología Hispánica,Universidad de Barcelona,8.30,75,carrera universitaria,Barcelona,"Este grado profundiza en el estudio de la lengua y literatura española, con un enfoque en la lingüística y la crítica literaria.",4 años.
Grado en Filología Inglesa,Universidad de Salamanca,8.50,78,carrera universitaria,Salamanca,"Programa centrado en el estudio de la lengua, literatura y cultura anglosajona, con aplicación en traducción y docencia.",4 años.
Grado en Filología Francesa,Universidad Complutense de Madrid,8.00,72,carrera universitaria,Madrid,"Estudia la lengua y literatura francesa desde una perspectiva filológica y cultural.",4 años.
Grado en Filología Clásica,Universidad de Granada,7.90,70,carrera universitaria,Granada,"Enseña los fundamentos del latín y el griego, con énfasis en textos antiguos y su interpretación.",4 años.
Grado en Filología Catalana,Universidad Autónoma de Barcelona,7.80,68,carrera universitaria,Barcelona,"Especialización en la lengua y literatura catalana con aplicación en docencia e investigación.",4 años.
Máster en Filología Hispánica,Universidad de Valencia,9.10,80,máster,Valencia,"Máster orientado al estudio avanzado de la literatura y lingüística española.",1 año.
Máster en Filología Inglesa,Universidad de Sevilla,8.90,78,máster,Sevilla,"Profundización en literatura inglesa, lingüística y didáctica del inglés.",1 año.
Máster en Filología Francesa,Universidad de Zaragoza,8.70,76,máster,Zaragoza,"Máster que aborda los estudios lingüísticos y literarios del francés.",1 año.
Máster en Filología Clásica,Universidad de Salamanca,8.50,74,máster,Salamanca,"Análisis de textos clásicos en griego y latín con aplicación en investigación y enseñanza.",1 año.
Máster en Filología Románica,Universidad Autónoma de Madrid,8.60,75,máster,Madrid,"Estudia la evolución de las lenguas romances desde una perspectiva histórica y comparativa.",1 año.
Grado Superior en Interpretación y Traducción,Escuela de Idiomas de Madrid,8.20,70,grado superior,Madrid,"Capacita a los estudiantes en la interpretación y traducción de textos especializados.",2 años.
Grado Superior en Enseñanza de Lenguas,Instituto de Filología de Barcelona,7.90,68,grado superior,Barcelona,"Forma docentes en la enseñanza de lenguas extranjeras con metodologías innovadoras.",2 años.
Grado Superior en Edición y Corrección de Textos,Escuela de Letras de Valencia,8.00,72,grado superior,Valencia,"Especialización en edición de textos, corrección ortotipográfica y redacción profesional.",2 años.
Grado Superior en Mediación Lingüística,Centro de Estudios Lingüísticos de Bilbao,7.80,70,grado superior,Bilbao,"Capacita en la mediación intercultural y la comunicación multilingüe.",2 años.
Grado en Lengua y Literatura Modernas,Universidad de Oviedo,8.10,73,carrera universitaria,Oviedo,"Ofrece formación en diversas lenguas modernas y sus literaturas respectivas.",4 años.
Grado en Lenguas y Literaturas Extranjeras,Universidad de Alicante,8.40,75,carrera universitaria,Alicante,"Formación en varias lenguas extranjeras con enfoque en literatura y traducción.",4 años.
Grado en Estudios de Asia Oriental,Universidad Autónoma de Barcelona,8.20,72,carrera universitaria,Barcelona,"Enseña lengua y cultura china y japonesa, con aplicación en negocios y diplomacia.",4 años.
Máster en Estudios Literarios,Universidad de Granada,9.00,80,máster,Granada,"Profundización en teoría y crítica literaria desde un enfoque comparativo.",1 año.
Máster en Lingüística Aplicada,Universidad de Murcia,8.90,78,máster,Murcia,"Especialización en análisis del lenguaje y su aplicación en comunicación y docencia.",1 año.
Máster en Traducción e Interpretación,Universidad de Salamanca,9.20,85,máster,Salamanca,"Máster que forma expertos en traducción e interpretación en diversos ámbitos profesionales.",1 año.
Máster en Edición y Gestión Cultural,Universidad Carlos III de Madrid,8.80,76,máster,Madrid,"Formación en gestión de proyectos editoriales y producción cultural.",1 año.
Grado Superior en Gestión Cultural y Patrimonio,Centro de Estudios Culturales de Sevilla,7.70,70,grado superior,Sevilla,"Capacita en la gestión de proyectos culturales y preservación del patrimonio histórico.",2 años.
Grado Superior en Comunicación Multilingüe,Escuela de Lenguas de Madrid,8.10,72,grado superior,Madrid,"Forma profesionales en comunicación en diversos idiomas con enfoque en negocios internacionales.",2 años.
Grado en Estudios Vascos,Universidad del País Vasco,8.00,74,carrera universitaria,Bilbao,"Programa enfocado en la lengua, literatura y cultura vasca con aplicación en docencia e investigación.",4 años.
Grado en Estudios Portugueses y Brasileños,Universidad de Santiago de Compostela,7.90,70,carrera universitaria,Santiago de Compostela,"Explora la lengua y cultura portuguesa y brasileña con énfasis en traducción y mediación lingüística.",4 años.
Grado en Estudios Eslavos,Universidad de Salamanca,7.80,68,carrera universitaria,Salamanca,"Especialización en lenguas y literaturas eslavas con aplicación en traducción y relaciones internacionales.",4 años.
Máster en Estudios Ibéricos y Latinoamericanos,Universidad de Valencia,9.00,78,máster,Valencia,"Estudio interdisciplinar de las culturas y literaturas de la Península Ibérica y América Latina.",1 año.
Grado Superior en Investigación Filológica,Escuela de Estudios Lingüísticos de Granada,8.20,72,grado superior,Granada,"Capacita en técnicas de investigación en filología, análisis literario y lingüística aplicada.",2 años.
name,university,cutOffMark,popularity,type,location,description,duration
Grado en Filosofía,Universidad Complutense de Madrid,8.50,78,carrera universitaria,Madrid,"Formación en pensamiento filosófico, historia de la filosofía y lógica.",4 años.
Grado en Filosofía,Universidad de Barcelona,8.30,75,carrera universitaria,Barcelona,"Enseñanza de teorías filosóficas clásicas y contemporáneas.",4 años.
Grado en Filosofía,Universidad de Valencia,8.10,72,carrera universitaria,Valencia,"Ética, metafísica y epistemología con un enfoque crítico.",4 años.
Grado en Filosofía,Universidad de Sevilla,8.00,70,carrera universitaria,Sevilla,"Reflexión sobre la existencia, la moral y la política.",4 años.
Máster en Filosofía Teórica y Práctica,Universidad Nacional de Educación a Distancia (UNED),7.80,68,máster,Online,"Profundización en filosofía del lenguaje, ética y estética.",1 año.
Máster en Filosofía Contemporánea,Universidad de Granada,7.90,65,máster,Granada,"Análisis de corrientes filosóficas actuales y debates epistemológicos.",1 año.
Máster en Lógica y Filosofía de la Ciencia,Universidad de Salamanca,8.20,70,máster,Salamanca,"Estudio del razonamiento, la argumentación y la filosofía de la ciencia.",1 año.
Máster en Ética y Filosofía Política,Universidad de Murcia,7.70,63,máster,Murcia,"Examen de cuestiones éticas y filosóficas aplicadas a la política.",1 año.
Grado en Humanidades y Filosofía,Universidad de Alicante,8.00,67,carrera universitaria,Alicante,"Combinación de filosofía con estudios históricos y culturales.",4 años.
Máster en Filosofía de la Historia,Universidad de Valladolid,7.60,60,máster,Valladolid,"Exploración del pensamiento histórico y sus fundamentos filosóficos.",1 año.
Grado en Filosofía y Antropología,Universidad de Zaragoza,7.90,65,carrera universitaria,Zaragoza,"Integración de la reflexión filosófica con estudios antropológicos.",4 años.
Máster en Filosofía Analítica,Universidad Autónoma de Madrid,7.80,62,máster,Madrid,"Análisis lógico del lenguaje y estructuras del pensamiento.",1 año.
Grado en Filosofía y Derecho,Universidad de Oviedo,8.10,68,carrera universitaria,Oviedo,"Relación entre pensamiento filosófico y principios jurídicos.",4 años.
Máster en Filosofía y Pensamiento Crítico,Universidad de Cádiz,7.50,58,máster,Cádiz,"Examen de ideas filosóficas contemporáneas y su impacto social.",1 año.
Grado en Filosofía y Ciencias de la Educación,Universidad de Málaga,8.20,70,carrera universitaria,Málaga,"Filosofía aplicada a la pedagogía y la enseñanza.",4 años.
Grado Superior en Pensamiento Filosófico,Centro de Estudios Avanzados en Filosofía,7.40,55,grado superior,Barcelona,"Curso avanzado sobre teorías filosóficas y su aplicación actual.",2 años.
Máster en Filosofía y Literatura,Universidad de Santiago de Compostela,7.90,66,máster,Santiago de Compostela,"Intersección entre filosofía y análisis literario.",1 año.
Grado en Filosofía y Teología,Universidad de Deusto,8.30,72,carrera universitaria,Bilbao,"Reflexión filosófica en diálogo con la teología.",4 años.
Máster en Filosofía de la Mente,Universidad Rovira i Virgili,7.80,61,máster,Tarragona,"Estudio de la conciencia, la inteligencia y la subjetividad.",1 año.
Grado en Filosofía y Estudios Clásicos,Universidad de La Laguna,8.10,69,carrera universitaria,Tenerife,"Exploración del pensamiento filosófico junto con la tradición clásica.",4 años.
Máster en Filosofía y Sociedad,Universidad Carlos III de Madrid,7.70,60,máster,Madrid,"Investigación en filosofía social y su impacto en la cultura.",1 año.
Grado en Filosofía y Psicología,Universidad de Castilla-La Mancha,8.00,65,carrera universitaria,Toledo,"Relación entre la filosofía y los estudios psicológicos.",4 años.
Máster en Filosofía Política y Social,Universidad de Extremadura,7.60,59,máster,Cáceres,"Análisis filosófico de la sociedad y el poder.",1 año.
Grado en Filosofía y Comunicación,Universidad de Navarra,8.10,68,carrera universitaria,Pamplona,"Diálogo entre la reflexión filosófica y los medios de comunicación.",4 años.
Grado Superior en Ética y Filosofía,Centro de Estudios Éticos,7.50,58,grado superior,Madrid,"Especialización en problemas éticos y teoría filosófica.",2 años.
Máster en Filosofía y Arte,Universidad de León,7.80,62,máster,León,"Relación entre pensamiento filosófico y producción artística.",1 año.
Grado en Filosofía y Ciencias Cognitivas,Universidad del País Vasco,8.00,65,carrera universitaria,San Sebastián,"Interacción entre la filosofía y el estudio de la cognición.",4 años.
Máster en Filosofía y Religión,Universidad Pontificia de Salamanca,7.90,63,máster,Salamanca,"Diálogo entre la reflexión filosófica y la espiritualidad.",1 año.
Grado en Filosofía y Estudios Europeos,Universidad de Alcalá,8.10,66,carrera universitaria,Alcalá de Henares,"Relación entre la filosofía y la identidad cultural europea.",4 años.
Grado en Filosofía Política y Economía,Universidad de Barcelona,9.00,85,carrera universitaria,Barcelona,"Estudio de la filosofía, política y economía en el contexto global.",4 años
Grado en Filosofía Política y Derecho y Economía,Universidad de Valencia,8.50,78,carrera universitaria,Valencia,"Interrelación de las ciencias sociales con enfoque en derecho y economía.",4 años
name,university,cutOffMark,popularity,type,location,description,duration
Grado en Finanzas,Universidad de Barcelona,8.40,92,carrera universitaria,Barcelona,"Estudio de la gestión financiera, análisis y toma de decisiones económicas.",4 años
Máster en Finanzas Corporativas,Universidad de Madrid,0,88,master,Madrid,"Formación avanzada en finanzas para empresas y grandes corporaciones.",1 año
Grado en Economía y Finanzas,Universidad de Valencia,8.10,85,carrera universitaria,Valencia,"Estudio de economía con un enfoque práctico en finanzas y mercados.",4 años
Grado Superior en Finanzas,Instituto de Formación Profesional,0,90,grado superior,Online,"Formación práctica para gestionar las finanzas en diferentes entornos.",2 años
Máster en Finanzas y Banca,Universidad Autónoma de Barcelona,0,80,master,Barcelona,"Especialización en gestión financiera para el sector bancario.",1 año
Grado en Dirección Financiera,Universidad de Salamanca,8.20,87,carrera universitaria,Salamanca,"Estudio de las finanzas aplicadas a la dirección de empresas y organizaciones.",4 años
Grado Superior en Contabilidad y Finanzas,Instituto de Formación Profesional,0,77,grado superior,Online,"Formación avanzada en contabilidad, auditoría y finanzas.",2 años
Máster en Gestión de Inversiones Financieras,Universidad de Zaragoza,0,85,master,Zaragoza,"Estudio profundo de las inversiones y los mercados financieros.",1 año
Grado en Contabilidad y Finanzas,Universidad de Granada,8.00,81,carrera universitaria,Granada,"Estudio de la contabilidad con enfoque en la gestión financiera.",4 años
Grado Superior en Asesoría Financiera,Instituto de Formación Profesional,0,82,grado superior,Online,"Formación sobre cómo asesorar sobre inversiones y gestión de patrimonios.",2 años
Máster en Finanzas Internacionales,Universidad de Alcalá,0,83,master,Alcalá de Henares,"Estudio de las finanzas globales y los mercados internacionales.",1 año
Grado en Economía,Universidad de Navarra,8.50,92,carrera universitaria,Pamplona,"Estudio de la economía aplicada al análisis y la toma de decisiones financieras.",4 años
Máster en Análisis Financiero,Universidad de Valencia,0,78,master,Valencia,"Formación avanzada en análisis y valoración de activos financieros.",1 año
Grado en Finanzas y Administración de Empresas,Universidad de Deusto,8.30,89,carrera universitaria,Bilbao,"Formación combinada en finanzas y administración empresarial.",4 años
Grado Superior en Gestión Financiera,Instituto de Formación Profesional,0,75,grado superior,Online,"Formación práctica sobre la gestión de los recursos financieros de una empresa.",2 años
Máster en Finanzas Cuantitativas,Universidad Politécnica de Madrid,0,91,master,Madrid,"Enfoque matemático y estadístico en el análisis de mercados financieros.",1 año
Grado en Finanzas y Contabilidad,Universidad de Alicante,8.10,84,carrera universitaria,Alicante,"Estudio de las finanzas y su aplicación en el ámbito contable y fiscal.",4 años
Grado Superior en Asesoría Fiscal y Financiera,Instituto de Formación Profesional,0,80,grado superior,Online,"Formación sobre el asesoramiento fiscal y financiero para individuos y empresas.",2 años
Máster en Dirección Financiera y Control,Universidad de Sevilla,0,79,master,Sevilla,"Especialización en la dirección de los recursos financieros y su control.",1 año
Grado en Finanzas y Economía,Universidad de Santiago de Compostela,8.20,88,carrera universitaria,Santiago de Compostela,"Estudio integral de las finanzas y su relación con la economía global.",4 años
Grado Superior en Finanzas de Empresas,Instituto de Formación Profesional,0,76,grado superior,Online,"Formación avanzada en las finanzas aplicadas a la gestión de empresas.",2 años
Máster en Gestión de Riesgos Financieros,Universidad de Zaragoza,0,84,master,Zaragoza,"Formación especializada en la identificación y gestión de riesgos financieros.",1 año
Grado en Finanzas y Marketing,Universidad de Málaga,8.00,86,carrera universitaria,Málaga,"Combinación de estudios en finanzas y marketing para una visión integral del mercado.",4 años
Máster en Banca y Finanzas,Universidad de Valencia,0,82,master,Valencia,"Formación avanzada en el sector bancario y los servicios financieros.",1 año
Grado en Gestión Financiera,Universidad de Salamanca,7.90,79,carrera universitaria,Salamanca,"Estudio de la gestión de los recursos financieros en empresas y organismos.",4 años
Grado Superior en Finanzas de Inversión,Instituto de Formación Profesional,0,78,grado superior,Online,"Formación centrada en las inversiones financieras y los mercados bursátiles.",2 años
Máster en Economía Financiera,Universidad Autónoma de Madrid,0,86,master,Madrid,"Estudio avanzado de la economía aplicada a la gestión de los mercados financieros.",1 año
Grado en Finanzas y Derecho,Universidad de Barcelona,8.40,90,carrera universitaria,Barcelona,"Combinación de finanzas y derecho con enfoque en el sector empresarial.",4 años
Grado Superior en Finanzas Internacionales,Instituto de Formación Profesional,0,81,grado superior,Online,"Formación sobre finanzas con un enfoque global e internacional.",2 años
Máster en Finanzas Empresariales,Universidad de Alicante,0,80,master,Alicante,"Estudio profundo de las finanzas aplicadas a la gestión de empresas.",1 año
Grado en Finanzas y Economía Global,Universidad de Valencia,8.00,83,carrera universitaria,Valencia,"Estudio de la economía global con enfoque en la gestión financiera internacional.",4 años
Máster en Finanzas y Riesgos,Universidad de Sevilla,0,80,master,Sevilla,"Especialización en los riesgos financieros y su gestión empresarial.",1 año
Grado Superior en Finanzas y Banca,Instituto de Formación Profesional,0,75,grado superior,Online,"Formación sobre las finanzas en el sector bancario y financiero.",2 años
name,university,cutOffMark,popularity,type,location,description,duration
Grado en Finanzas y Contabilidad,Universidad de Barcelona,8.30,91,carrera universitaria,Barcelona,"Estudio integral de las finanzas y la contabilidad en el contexto empresarial.",4 años
Grado en Finanzas y Contabilidad,Universidad de Valencia,8.10,85,carrera universitaria,Valencia,"Formación sólida en contabilidad y finanzas, con aplicaciones prácticas.",4 años
Grado en Finanzas y Contabilidad,Universidad Autónoma de Madrid,8.40,88,carrera universitaria,Madrid,"Estudio de la gestión contable y financiera en empresas nacionales e internacionales.",4 años
Grado en Finanzas y Banca,Universidad de Deusto,8.50,92,carrera universitaria,Bilbao,"Estudio centrado en los sectores bancario y financiero, con énfasis en la toma de decisiones.",4 años
Grado en Finanzas Banca y Seguros,Universidad de Salamanca,8.20,87,carrera universitaria,Salamanca,"Formación en los tres pilares fundamentales: finanzas, banca y seguros.",4 años
Grado en Finanzas y Banca,Universidad de Zaragoza,8.00,83,carrera universitaria,Zaragoza,"Enfoque práctico en la gestión de servicios bancarios y productos financieros.",4 años
Grado en Finanzas y Banca,Universidad de Alicante,8.10,84,carrera universitaria,Alicante,"Estudio de la banca y las finanzas con una perspectiva empresarial y de gestión.",4 años
Grado en Finanzas y Seguros,Universidad de Málaga,8.00,80,carrera universitaria,Málaga,"Estudio de los productos y servicios financieros y aseguradores, aplicados a la economía.",4 años
Grado en Finanzas y Contabilidad,Universidad de Santiago de Compostela,8.00,82,carrera universitaria,Santiago de Compostela,"Especialización en el ámbito de la contabilidad financiera y la gestión económica.",4 años
Grado en Finanzas y Contabilidad,Universidad de Granada,8.20,85,carrera universitaria,Granada,"Formación sólida en contabilidad y finanzas, con una visión global de la economía.",4 años
Grado Superior en Finanzas,Instituto de Formación Profesional,0,90,grado superior,Online,"Formación orientada a la gestión y análisis de recursos financieros a nivel empresarial.",2 años
Grado Superior en Finanzas y Contabilidad,Instituto de Formación Profesional,0,87,grado superior,Online,"Formación avanzada en contabilidad y gestión financiera.",2 años
Grado Superior en Gestión Financiera,Instituto de Formación Profesional,0,85,grado superior,Online,"Formación en la gestión integral de las finanzas dentro de una empresa.",2 años
Grado Superior en Asesoría Financiera,Instituto de Formación Profesional,0,80,grado superior,Online,"Enfoque en la asesoría y planificación financiera para empresas y clientes particulares.",2 años
Grado Superior en Finanzas y Banca,Instituto de Formación Profesional,0,82,grado superior,Online,"Formación orientada a la banca y la gestión financiera dentro de la economía global.",2 años
Grado Superior en Finanzas de Empresas,Instituto de Formación Profesional,0,79,grado superior,Online,"Formación avanzada en los sistemas financieros para las grandes empresas.",2 años
Grado Superior en Asesoría Fiscal y Financiera,Instituto de Formación Profesional,0,78,grado superior,Online,"Formación en asesoría fiscal, financiera y contable para empresas.",2 años
Grado Superior en Finanzas Internacionales,Instituto de Formación Profesional,0,80,grado superior,Online,"Enfoque global de las finanzas, especialmente en el mercado internacional.",2 años
Máster en Finanzas Corporativas,Universidad de Madrid,0,91,master,Madrid,"Máster en finanzas aplicadas a la gestión de grandes corporaciones y empresas multinacionales.",1 año
Máster en Finanzas y Banca,Universidad de Valencia,0,89,master,Valencia,"Formación avanzada en banca, finanzas corporativas y gestión de inversiones.",1 año
Máster en Finanzas y Seguros,Universidad de Barcelona,0,85,master,Barcelona,"Estudio integral de los sectores de finanzas y seguros, con enfoque práctico.",1 año
Máster en Finanzas Internacionales,Universidad de Zaragoza,0,83,master,Zaragoza,"Especialización en el ámbito de las finanzas internacionales y el comercio global.",1 año
Máster en Dirección Financiera,Universidad Autónoma de Madrid,0,90,master,Madrid,"Especialización en la toma de decisiones financieras dentro de las organizaciones.",1 año
Máster en Finanzas y Control,Universidad de Deusto,0,88,master,Bilbao,"Formación en la gestión financiera y control de operaciones dentro de una empresa.",1 año
Máster en Finanzas y Análisis de Riesgos,Universidad de Alicante,0,84,master,Alicante,"Formación especializada en la identificación y gestión de los riesgos financieros en las empresas.",1 año
Máster en Finanzas Cuantitativas,Universidad Politécnica de Madrid,0,92,master,Madrid,"Enfoque matemático y cuantitativo en la evaluación de mercados y productos financieros.",1 año
Máster en Finanzas de Empresas,Universidad de Málaga,0,86,master,Málaga,"Estudio avanzado en la gestión de las finanzas empresariales y la toma de decisiones.",1 año
Máster en Finanzas Públicas,Universidad de Zaragoza,0,80,master,Zaragoza,"Estudio de las finanzas públicas y su gestión en los entes gubernamentales y organizaciones.",1 año
name,university,cutOffMark,popularity,type,location,description,duration
Grado en Fiscalidad y Administración Pública,Universidad de Barcelona,8.20,90,carrera universitaria,Barcelona,"Estudio sobre la fiscalidad, la administración pública y los sistemas tributarios.",4 años
Grado en Fiscalidad y Administración Pública,Universidad de Madrid,8.30,92,carrera universitaria,Madrid,"Formación integral en fiscalidad y los sistemas de administración pública.",4 años
Grado en Fiscalidad y Administración Pública,Universidad Autónoma de Barcelona,8.00,85,carrera universitaria,Barcelona,"Enfoque práctico en las políticas fiscales y el funcionamiento de la administración pública.",4 años
Grado en Fiscalidad y Administración Pública,Universidad de Valencia,8.10,88,carrera universitaria,Valencia,"Formación en los ámbitos fiscales y la organización pública, con enfoque práctico.",4 años
Grado en Administración Pública y Fiscalidad,Universidad de Alicante,8.15,87,carrera universitaria,Alicante,"Estudio de los marcos fiscales y administrativos en el ámbito público y privado.",4 años
Grado en Fiscalidad y Gestión Pública,Universidad de Salamanca,8.05,84,carrera universitaria,Salamanca,"Formación en fiscalidad y la gestión de recursos públicos a nivel nacional e internacional.",4 años
Grado en Fiscalidad y Administración Pública,Universidad de Granada,8.00,82,carrera universitaria,Granada,"Desarrollo de competencias en fiscalidad, control financiero y administración pública.",4 años
Grado en Fiscalidad Derecho y Administración Pública,Universidad de Sevilla,8.25,89,carrera universitaria,Sevilla,"Estudio de la fiscalidad, el derecho y la administración pública como conjunto integral.",4 años
Grado en Fiscalidad y Administración Pública,Universidad de Zaragoza,8.30,91,carrera universitaria,Zaragoza,"Formación que cubre todos los aspectos de la fiscalidad y el manejo administrativo público.",4 años
Grado en Fiscalidad y Administración Pública,Universidad de Málaga,8.20,88,carrera universitaria,Málaga,"Formación enfocada en la fiscalidad, las políticas públicas y la administración pública.",4 años
Grado Superior en Gestión Administrativa,Instituto de Formación Profesional,0,85,grado superior,Online,"Formación en gestión administrativa con enfoque en fiscalidad y servicios públicos.",2 años
Grado Superior en Administración y Finanzas,Instituto de Formación Profesional,0,87,grado superior,Online,"Desarrollo de habilidades en administración pública y gestión financiera dentro del sector público.",2 años
Grado Superior en Gestión de la Fiscalidad,Instituto de Formación Profesional,0,90,grado superior,Online,"Formación especializada en la fiscalidad y la gestión pública.",2 años
Grado Superior en Fiscalidad y Gestión Pública,Instituto de Formación Profesional,0,88,grado superior,Online,"Enfoque práctico sobre el manejo de impuestos y la administración pública.",2 años
Grado Superior en Asesoría Fiscal y Administrativa,Instituto de Formación Profesional,0,80,grado superior,Online,"Formación en asesoría fiscal, financiera y en administración pública.",2 años
Grado Superior en Administración Pública y Servicios Financieros,Instituto de Formación Profesional,0,85,grado superior,Online,"Formación avanzada en administración pública, gestión fiscal y servicios financieros.",2 años
Grado Superior en Finanzas Públicas,Instituto de Formación Profesional,0,84,grado superior,Online,"Enfoque práctico en la gestión fiscal a nivel público, tanto local como global.",2 años
Grado Superior en Administración de Instituciones Públicas,Instituto de Formación Profesional,0,82,grado superior,Online,"Estudio de la administración de entidades y organizaciones públicas.",2 años
Grado Superior en Gestión Fiscal para Entidades Públicas,Instituto de Formación Profesional,0,81,grado superior,Online,"Formación en gestión fiscal y control de las finanzas públicas en diversos niveles.",2 años
Máster en Fiscalidad Internacional,Universidad de Madrid,0,93,master,Madrid,"Formación avanzada en fiscalidad aplicada en un contexto internacional y transfronterizo.",1 año
Máster en Derecho Administrativo y Fiscal,Universidad de Valencia,0,90,master,Valencia,"Especialización en derecho administrativo y fiscal, con enfoque en el sector público.",1 año
Máster en Gestión Pública y Fiscalidad,Universidad Autónoma de Barcelona,0,88,master,Barcelona,"Enfoque en la administración pública y la fiscalidad a nivel de gestión y toma de decisiones.",1 año
Máster en Fiscalidad y Asesoría Tributaria,Universidad de Deusto,0,85,master,Bilbao,"Estudio de los sistemas fiscales nacionales e internacionales y asesoría tributaria.",1 año
Máster en Políticas Públicas y Fiscalidad,Universidad de Alicante,0,87,master,Alicante,"Estudio de las políticas públicas relacionadas con la fiscalidad y la economía nacional.",1 año
Máster en Derecho Fiscal y Administración Pública,Universidad de Granada,0,86,master,Granada,"Formación avanzada en derecho fiscal y la regulación administrativa pública.",1 año
Máster en Gestión y Planificación Fiscal,Universidad de Málaga,0,84,master,Málaga,"Especialización en la planificación y gestión fiscal para empresas y organismos públicos.",1 año
Máster en Derecho Público y Fiscalidad,Universidad de Zaragoza,0,83,master,Zaragoza,"Enfoque en derecho público con especialización en la fiscalidad y la administración pública.",1 año
Máster en Derecho Tributario y Fiscalidad,Universidad de Sevilla,0,90,master,Sevilla,"Formación profunda en derecho tributario y la fiscalidad aplicada al ámbito público.",1 año
Máster en Fiscalidad para Entidades Públicas,Universidad de Salamanca,0,82,master,Salamanca,"Enfoque práctico en la fiscalidad aplicada a las instituciones públicas y organismos estatales.",1 año
name,university,cutOffMark,popularity,type,location,description,duration
Grado en Física,Universidad de Barcelona,8.50,95,carrera universitaria,Barcelona,"Estudio teórico y experimental de los principios fundamentales de la física.",4 años
Grado en Física,Universidad de Madrid,8.40,93,carrera universitaria,Madrid,"Formación completa en física teórica, experimental y aplicada.",4 años
Grado en Física Aplicada,Universidad de Valencia,8.30,90,carrera universitaria,Valencia,"Enfoque práctico en la aplicación de principios físicos en diversas industrias.",4 años
Grado en Física,Universidad Autónoma de Barcelona,8.25,92,carrera universitaria,Barcelona,"Estudio de la física básica, la investigación y sus aplicaciones tecnológicas.",4 años
Grado en Física,Universidad de Sevilla,8.10,88,carrera universitaria,Sevilla,"Formación en las áreas fundamentales de la física y sus aplicaciones en ingeniería.",4 años
Grado en Física Aplicada,Universidad de Granada,8.20,89,carrera universitaria,Granada,"Física aplicada en sectores industriales como la electrónica, materiales y energía.",4 años
Grado en Física,Universidad de Zaragoza,8.35,94,carrera universitaria,Zaragoza,"Desarrollo de habilidades en física y su aplicación en la investigación y tecnología.",4 años
Grado en Física Aplicada,Universidad de Málaga,8.15,87,carrera universitaria,Málaga,"Formación enfocada en las aplicaciones de la física para la industria y el desarrollo de nuevos materiales.",4 años
Grado en Física,Universidad de Salamanca,8.00,85,carrera universitaria,Salamanca,"Estudio completo de la física básica y aplicada, con enfoque en investigación científica.",4 años
Grado en Física,Universidad de Alicante,8.10,83,carrera universitaria,Alicante,"Formación sólida en la física moderna, desde la teoría hasta las aplicaciones prácticas.",4 años
Grado Superior en Física y Matemáticas,Instituto de Formación Profesional,0,80,grado superior,Online,"Formación en física y matemáticas con aplicación a la resolución de problemas industriales.",2 años
Grado Superior en Física Aplicada y Tecnología,Instituto de Formación Profesional,0,82,grado superior,Online,"Estudio de la física aplicada a la tecnología, la investigación y la innovación industrial.",2 años
Grado Superior en Física para la Ingeniería,Instituto de Formación Profesional,0,85,grado superior,Online,"Formación orientada a la física aplicada en los campos de ingeniería y tecnología.",2 años
Grado Superior en Física y Tecnología,Instituto de Formación Profesional,0,83,grado superior,Online,"Curso orientado al estudio de la física aplicada en diversos ámbitos industriales.",2 años
Grado Superior en Física y Ciencia de Materiales,Instituto de Formación Profesional,0,81,grado superior,Online,"Estudio de la física y sus aplicaciones en el desarrollo de nuevos materiales.",2 años
Grado Superior en Física Computacional,Instituto de Formación Profesional,0,84,grado superior,Online,"Formación en el uso de la física para el desarrollo de modelos computacionales y simulaciones.",2 años
Grado Superior en Física Experimental,Instituto de Formación Profesional,0,79,grado superior,Online,"Enfoque práctico en las técnicas experimentales utilizadas en la física moderna.",2 años
Grado Superior en Física Aplicada a la Ingeniería,Instituto de Formación Profesional,0,86,grado superior,Online,"Estudio de la física aplicada en la resolución de problemas en ingeniería y la tecnología.",2 años
Máster en Física Teórica,Universidad de Madrid,0,91,master,Madrid,"Formación avanzada en física teórica, con especialización en mecánica cuántica y relatividad.",1 año
